Dunkirk_(2017_film),Piper_Aerostar,1
Paris_M%C3%A9tro,Piper_PA-31_Navajo,2
Paris_M%C3%A9tro,Paris_Air_Show,1
Paris_Air_Show,Piper_PA-31_Navajo,1
The_Homesman,Piper_PA-25_Pawnee,2
The_Homesman,Pawnee,1
Pawnee,Piper_PA-25_Pawnee,1
The_Homesman,Piper_PA-36_Pawnee_Brave,2
Pawnee,Piper_PA-36_Pawnee_Brave,1
Entrepreneurship,Jim_Elliot,2
Entrepreneurship,Missionary,1
Missionary,Jim_Elliot,1
Phonograph_record,Piper_J-3_Cub,2
Phonograph_record,Ford_Model_T,1
Taxi_(2004_film),STOL,2
Taxi_(2004_film),John_F._Kennedy_International_Airport,1

